server_id,location,timestamp,cpu_usage,memory_usage,disk_usage,network_latency,power_consumption,temperature,fan_speed,error_logs_count,last_maintenance,operating_system,uptime_days,server_load,redundancy_level,predictive_risk,server_age,failure_event,maintenance_action
62b2406c,US-East,2024-11-09 06:52:28.393135,66.84,57.41,27.55,18.92,378.72,44.9,4946,4,2024-09-28 06:52:28.393135,MacOS,89,41.88,Medium,0.73,4,1,Upgrade RAM
f33ec857,EU-West,2025-02-17 04:14:19.227044,52.62,62.36,20.58,26.45,283.05,29.87,1035,6,2024-12-27 04:14:19.227044,MacOS,90,64.49,Medium,0.6,3,0,None
3d08ebb5,Asia-Pacific,2025-02-22 18:32:12.804869,51.93,56.06,91.99,13.12,402.88,43.1,3739,9,2025-01-07 18:32:12.804869,MacOS,51,33.48,High,0.79,6,1,Upgrade RAM
1c9c2d2d,US-East,2025-01-31 12:39:54.952498,54.1,80.88,45.81,26.37,249.12,31.26,4022,7,2024-08-30 12:39:54.952498,MacOS,72,52.32,Low,0.9,8,1,Replace Fan
2f6dfa4c,US-West,2024-04-28 10:23:24.392256,59.23,50.55,33.95,25.21,463.63,38.63,4490,6,2024-04-19 10:23:24.392256,Windows,196,58.99,Low,0.63,3,0,Software Update
edbb9f43,US-East,2024-11-25 23:02:09.988992,70.77,59.36,45.83,19.5,441.47,46.67,4503,7,2024-06-19 23:02:09.988992,Windows,14,84.97,Medium,0.67,2,1,Upgrade RAM
e5409613,US-East,2024-07-22 13:31:22.818700,34.3,56.74,80.42,26.75,488.72,43.84,2266,3,2024-02-17 13:31:22.818700,Linux,350,48.14,Low,0.89,10,1,Check Network
4a40cfa8,EU-West,2024-12-12 06:38:38.306841,92.14,46.95,54.61,11.01,430.76,25.44,1814,9,2024-08-16 06:38:38.306841,Ubuntu Server,172,39.94,Low,0.82,5,1,Replace Fan
5bba9c43,Asia-Pacific,2024-11-19 17:13:17.434113,36.45,55.92,93.08,24.9,446.09,24.98,1516,5,2024-07-17 17:13:17.434113,Windows,47,35.84,Low,0.6,5,0,None
d75badc2,EU-West,2024-05-26 02:05:48.310438,43.3,62.49,59.22,24.12,439.19,31.92,2739,7,2024-02-25 02:05:48.310438,Linux,202,41.38,Medium,0.47,1,1,None
f5dda32a,Asia-Pacific,2024-12-24 13:36:55.927595,64.62,57.31,83.86,6.32,367.47,47.4,2273,8,2024-12-13 13:36:55.927595,MacOS,36,26.55,Medium,0.6,1,1,None
d07ae206,US-East,2024-07-07 05:21:08.982346,49.08,53.14,37.06,28.16,451.56,44.98,2689,4,2024-02-16 05:21:08.982346,Ubuntu Server,19,44.49,Medium,0.7,5,1,Replace Disk
a7904442,US-West,2024-10-01 02:38:31.557719,23.49,47.55,73.79,18.8,314.67,32.09,1130,1,2024-08-01 02:38:31.557719,Linux,146,57.59,High,0.54,5,0,None
ef29f3a1,EU-West,2024-06-18 13:13:46.529602,41.51,57.96,43.92,25.67,338.28,30.03,1337,5,2024-06-13 13:13:46.529602,Windows,272,20.13,Low,0.89,10,0,Software Update
4b0358f4,US-East,2024-12-25 00:16:24.292143,44.75,64.08,46.26,20.77,411.15,41.38,1365,2,2024-08-31 00:16:24.292143,Linux,98,30.73,Medium,0.69,5,1,Upgrade RAM
68fa70f7,Asia-Pacific,2024-11-01 09:29:03.798087,100.0,63.18,59.26,28.99,313.84,59.69,1277,14,2024-09-05 09:29:03.798087,Linux,88,69.79,High,1.0,9,1,Replace Fan
a69d2cc6,US-West,2024-11-06 21:31:09.356866,27.6,47.35,53.37,5.94,292.01,50.34,3167,5,2024-10-21 21:31:09.356866,Windows,8,84.92,Medium,0.88,10,1,Check Network
ed1b5da0,Asia-Pacific,2024-12-10 00:04:37.227653,70.68,53.58,69.15,15.2,458.9,43.89,1461,8,2024-10-19 00:04:37.227653,Red Hat,25,52.17,Medium,0.7,3,1,Software Update
f0534277,Asia-Pacific,2025-01-13 01:27:01.476808,26.89,47.84,52.91,20.91,333.0,42.01,1247,2,2024-11-23 01:27:01.476808,Windows,219,83.47,Medium,0.39,1,0,None
013d6349,Asia-Pacific,2025-03-03 14:48:14.436834,37.06,53.37,56.37,20.02,245.16,49.92,4746,4,2025-01-06 14:48:14.436834,MacOS,26,49.27,Low,0.57,3,1,None
4d3baaf3,US-West,2025-01-06 06:34:04.602687,74.82,48.28,66.45,22.61,482.57,39.98,4584,9,2024-09-03 06:34:04.602687,Red Hat,154,45.6,High,0.85,6,1,Replace Disk
af451fbb,Asia-Pacific,2024-07-11 05:01:27.415930,59.22,60.23,68.21,15.17,430.88,46.9,1646,8,2024-03-30 05:01:27.415930,MacOS,48,63.74,Low,0.98,9,1,Check Network
d0f253ff,Asia-Pacific,2024-09-18 14:21:52.780472,61.51,68.64,52.21,21.4,318.04,38.08,4959,5,2024-06-12 14:21:52.780472,Red Hat,56,84.66,High,0.97,9,1,Replace Disk
d388311a,US-West,2024-04-01 10:06:37.985977,44.52,63.98,56.23,17.71,220.57,44.16,4768,7,2023-11-19 10:06:37.985977,MacOS,332,73.44,Medium,0.52,1,0,None
af623331,EU-West,2024-07-20 19:21:06.727172,40.04,65.67,75.7,15.19,480.31,37.69,1842,3,2024-07-08 19:21:06.727172,Linux,338,28.84,Low,0.92,10,1,Replace Disk
c8803964,US-West,2025-01-01 13:42:47.019454,64.51,56.21,20.74,16.66,275.44,33.62,1688,9,2024-09-15 13:42:47.019454,Windows,68,67.96,Medium,0.96,9,1,Replace Fan
efe5d10d,EU-West,2024-06-03 09:32:53.773070,40.17,49.04,65.42,14.67,345.55,53.84,1255,3,2024-01-11 09:32:53.773070,Ubuntu Server,42,52.35,Low,0.53,2,1,None
b6f3e203,US-West,2024-09-26 19:41:19.841453,26.21,61.16,31.42,29.35,225.63,61.92,2832,1,2024-09-16 19:41:19.841453,Linux,108,67.1,Low,0.67,5,1,Software Update
905a2d4a,US-West,2024-04-19 05:54:19.420550,49.11,55.08,36.49,17.24,426.16,33.71,1400,10,2023-12-03 05:54:19.420550,MacOS,281,88.27,High,0.9,9,1,Upgrade RAM
75338301,EU-West,2024-11-29 04:38:35.737180,48.13,75.15,59.49,23.77,451.49,49.42,4255,3,2024-09-16 04:38:35.737180,MacOS,301,37.12,High,0.95,9,1,Replace Fan
e1c8e389,Asia-Pacific,2024-08-24 16:33:33.254135,51.56,45.19,31.95,22.53,440.45,53.1,1375,3,2024-07-20 16:33:33.254135,Linux,238,58.24,Medium,0.72,5,0,Replace Fan
983c775d,US-East,2024-05-05 15:44:00.464722,42.73,52.35,60.58,18.41,346.84,34.79,4526,4,2024-01-07 15:44:00.464722,Linux,158,73.09,Low,0.7,6,1,Replace Fan
33b633da,US-West,2024-10-03 09:43:04.818774,42.67,59.78,47.36,23.79,361.86,44.29,2618,2,2024-04-15 09:43:04.818774,Linux,161,81.61,High,0.78,7,1,Replace Disk
c54452b1,Asia-Pacific,2024-04-02 12:12:38.116055,53.29,69.42,78.31,19.51,416.36,48.57,1982,6,2023-10-30 12:12:38.116055,Ubuntu Server,94,24.16,Low,0.87,7,1,Software Update
11dca08d,US-West,2024-05-21 15:59:55.142686,66.92,55.74,41.78,21.26,385.3,26.59,4212,7,2024-01-04 15:59:55.142686,Red Hat,275,43.11,High,0.79,6,0,Upgrade RAM
04ec60af,Asia-Pacific,2024-04-21 15:08:43.149115,59.58,62.69,35.36,24.73,261.59,45.91,2861,6,2024-03-20 15:08:43.149115,Linux,286,78.39,Low,0.68,3,1,Replace Disk
8684e17e,US-East,2025-01-12 09:00:28.687826,49.7,58.38,64.29,18.98,368.67,36.15,1788,5,2024-10-12 09:00:28.687826,MacOS,311,61.52,High,0.54,2,0,None
13dc0289,EU-West,2025-01-05 03:54:04.711217,72.94,58.2,70.17,16.41,211.22,39.05,1559,7,2024-09-24 03:54:04.711217,Red Hat,164,73.73,Medium,0.65,2,1,Check Network
10b6034e,Asia-Pacific,2024-10-25 05:55:39.982303,59.28,55.14,32.54,22.44,210.29,37.07,3488,5,2024-07-21 05:55:39.982303,Linux,242,72.82,High,0.78,6,0,Replace Fan
6da4e248,US-West,2024-07-13 20:11:08.482131,41.3,80.54,51.18,19.42,426.74,39.97,1790,3,2024-04-13 20:11:08.482131,MacOS,173,58.7,Medium,0.81,7,1,Software Update
15ec768d,US-West,2024-06-19 21:59:56.054710,68.81,56.4,23.53,21.61,453.71,33.84,4089,5,2024-05-28 21:59:56.054710,Linux,276,61.18,Medium,0.56,1,1,None
57c5e355,EU-West,2024-12-07 10:48:58.177580,73.65,68.57,92.48,17.12,291.91,24.31,3948,7,2024-06-16 10:48:58.177580,Ubuntu Server,53,70.65,High,0.58,1,0,None
eaaed15a,EU-West,2025-01-22 14:07:08.402192,46.65,67.71,21.98,15.32,228.54,22.26,4176,6,2024-12-06 14:07:08.402192,Linux,253,62.95,High,0.76,7,1,Replace Disk
66f8f5d2,US-East,2024-11-12 06:50:34.966184,41.82,50.32,40.82,17.73,489.82,35.86,4877,0,2024-10-02 06:50:34.966184,Linux,311,81.52,Medium,0.48,2,0,None
1bbab32f,US-West,2024-11-07 05:20:48.052203,53.64,61.61,65.87,31.6,288.19,18.46,4070,2,2024-06-08 05:20:48.052203,Windows,329,85.4,Medium,0.9,10,1,Check Network
d817027a,Asia-Pacific,2024-12-12 20:27:42.372902,29.76,69.75,68.58,16.26,282.83,37.53,3499,3,2024-08-19 20:27:42.372902,Windows,363,64.64,High,0.78,8,1,Check Network
83572db3,EU-West,2025-01-16 16:22:55.501911,54.49,62.59,42.4,14.06,242.99,24.21,3569,8,2024-10-25 16:22:55.501911,Windows,307,88.63,Low,0.95,10,1,Replace Disk
20872e8c,EU-West,2024-10-28 23:56:59.809603,75.88,47.32,48.09,10.3,382.59,49.22,1701,5,2024-10-17 23:56:59.809603,MacOS,319,45.22,Medium,0.92,7,1,Replace Fan
c2792c9d,US-West,2024-08-12 10:14:11.930960,43.74,49.89,71.56,21.82,427.38,37.08,3377,5,2024-07-23 10:14:11.930960,Linux,23,62.99,Low,0.81,8,1,Replace Fan
9a25e00c,Asia-Pacific,2024-05-28 03:26:22.393765,82.86,62.03,39.35,25.12,248.22,56.58,2244,11,2024-05-07 03:26:22.393765,Red Hat,298,50.99,High,0.77,2,1,Upgrade RAM
368cf47e,US-East,2024-07-22 09:45:35.211480,78.6,62.74,88.42,18.08,231.84,36.5,1717,8,2024-02-24 09:45:35.211480,Red Hat,349,64.31,Medium,0.78,4,1,Replace Fan
51f463e3,US-East,2025-01-11 09:20:42.577847,56.23,66.54,60.36,15.19,418.87,51.77,1660,8,2024-12-28 09:20:42.577847,Red Hat,239,45.93,Low,0.85,6,1,Check Network
d92d764a,EU-West,2024-05-22 03:46:38.204739,53.42,51.52,84.77,22.39,353.24,34.92,2760,7,2024-01-23 03:46:38.204739,MacOS,294,56.41,Medium,0.9,9,1,Upgrade RAM
ba6069b0,Asia-Pacific,2024-08-24 01:43:57.676598,78.26,64.98,23.37,23.62,448.58,52.57,1596,8,2024-08-16 01:43:57.676598,Linux,87,80.82,Medium,0.68,1,1,Software Update
16453b66,US-East,2024-07-13 11:05:33.081537,63.9,84.82,73.0,14.93,334.4,26.63,3005,10,2024-02-13 11:05:33.081537,Red Hat,173,46.34,Medium,0.7,3,0,Upgrade RAM
9af8e294,EU-West,2024-04-24 22:18:40.647135,58.39,61.91,87.77,20.49,231.68,42.94,3281,11,2024-04-04 22:18:40.647135,Linux,264,77.63,Medium,0.58,1,0,None
fc9536b4,US-West,2025-03-15 11:17:38.386001,34.78,35.19,53.02,23.69,302.92,38.7,3279,2,2024-11-01 11:17:38.386001,Ubuntu Server,202,52.32,Low,0.43,2,1,None
2b3cb664,Asia-Pacific,2025-01-02 16:27:19.437556,42.23,52.59,61.14,21.16,497.68,49.91,1361,4,2024-12-21 16:27:19.437556,Linux,48,70.29,Medium,0.54,2,0,None
b4c26737,US-East,2024-07-26 19:19:49.461101,100.0,67.44,78.83,19.5,378.78,39.51,3911,8,2024-03-08 19:19:49.461101,Ubuntu Server,307,20.24,High,0.84,3,1,Replace Disk
2156f442,Asia-Pacific,2025-01-31 01:49:53.839260,47.98,55.75,54.29,19.62,487.76,58.23,3363,3,2024-11-23 01:49:53.839260,Ubuntu Server,69,60.58,High,0.84,7,1,Upgrade RAM
d47ce6ca,US-West,2025-01-17 14:54:27.978294,48.73,59.02,26.0,25.21,304.47,33.23,3521,4,2025-01-09 14:54:27.978294,Red Hat,260,62.56,High,0.93,10,1,Replace Fan
34b4bf17,Asia-Pacific,2025-01-26 01:46:26.798855,32.79,45.69,52.22,20.06,320.72,27.87,4585,3,2024-11-07 01:46:26.798855,Windows,324,55.13,High,0.37,1,0,None
68177945,US-West,2024-04-27 15:01:41.622989,59.94,51.95,83.27,21.11,207.22,41.43,2953,4,2023-11-23 15:01:41.622989,Windows,56,47.81,Medium,0.73,5,1,Upgrade RAM
85a78919,EU-West,2024-11-09 10:16:50.820646,31.38,60.44,36.72,20.5,497.34,48.08,4781,2,2024-06-10 10:16:50.820646,Red Hat,171,42.05,High,0.9,10,1,Replace Fan
bdb70c71,EU-West,2024-09-18 03:57:26.730115,74.79,60.39,77.32,23.83,427.99,39.52,3512,10,2024-09-02 03:57:26.730115,Ubuntu Server,178,59.72,Medium,0.73,3,1,Replace Disk
580d186c,EU-West,2024-12-12 00:46:41.105478,33.12,47.67,70.09,14.01,430.04,38.39,4882,3,2024-11-24 00:46:41.105478,Windows,130,78.92,Medium,0.7,7,1,Replace Fan
f00f6cf5,US-East,2024-08-18 20:26:04.680378,35.23,50.37,43.44,14.77,302.57,37.77,2236,4,2024-07-24 20:26:04.680378,Ubuntu Server,36,28.66,High,0.52,3,1,None
d9ae4178,EU-West,2024-05-01 09:19:48.284750,32.02,55.38,20.43,24.56,286.7,32.73,2031,3,2024-02-13 09:19:48.284750,Windows,96,36.89,Low,0.4,1,1,None
115df5e1,US-West,2024-07-18 12:35:08.618365,44.49,56.56,76.02,22.35,412.39,23.35,3755,5,2024-01-21 12:35:08.618365,Ubuntu Server,189,33.03,Low,0.68,6,1,Check Network
ba5ff344,EU-West,2024-05-15 23:33:18.592858,44.64,55.14,75.04,13.55,433.24,31.82,4870,4,2024-02-25 23:33:18.592858,Ubuntu Server,12,51.57,Medium,0.65,5,1,Replace Fan
f962a37a,EU-West,2025-01-03 09:48:44.652569,67.78,66.56,28.82,20.04,488.06,46.33,4452,6,2024-10-03 09:48:44.652569,Red Hat,140,52.95,High,0.82,5,1,Software Update
e63a9835,EU-West,2024-11-03 10:40:50.234589,84.25,53.24,28.03,17.2,226.04,40.46,1752,10,2024-10-03 10:40:50.234589,Red Hat,301,61.56,Low,0.9,6,1,Replace Disk
686ae855,Asia-Pacific,2024-10-08 19:13:17.060489,39.35,50.8,48.17,19.77,499.46,29.57,1099,4,2024-08-11 19:13:17.060489,Windows,12,57.82,Low,0.71,7,1,Upgrade RAM
85a16242,Asia-Pacific,2024-11-23 09:02:11.798805,47.62,57.33,39.68,21.27,382.73,33.03,4786,5,2024-08-13 09:02:11.798805,Windows,210,42.98,Medium,0.87,9,1,Check Network
f4620fc1,US-East,2024-08-07 06:50:37.427480,44.32,58.62,21.58,17.03,469.08,43.31,3163,2,2024-03-11 06:50:37.427480,MacOS,264,55.12,Medium,0.93,10,1,Check Network
64bdc9ba,EU-West,2024-11-12 09:16:27.422875,54.6,44.72,22.03,6.25,416.57,45.15,3959,7,2024-05-23 09:16:27.422875,Linux,59,78.28,Low,0.87,8,1,Replace Fan
f0c5d052,US-West,2024-10-29 08:28:04.180395,57.09,71.92,88.57,17.04,464.27,41.9,2140,4,2024-06-26 08:28:04.180395,Ubuntu Server,101,48.39,Medium,0.81,6,1,Replace Disk
95c96966,Asia-Pacific,2025-03-15 17:32:59.039593,54.18,46.42,24.13,15.04,227.59,35.52,3192,8,2024-09-17 17:32:59.039593,Red Hat,317,60.52,Medium,0.55,2,0,None
60db071c,Asia-Pacific,2024-10-10 07:30:05.968760,61.27,41.86,89.17,27.2,215.79,37.94,2954,9,2024-05-17 07:30:05.968760,Ubuntu Server,360,49.7,High,0.53,1,0,None
f20c3ca4,EU-West,2024-08-27 02:54:31.484042,51.97,52.06,48.49,20.79,484.81,49.48,2009,5,2024-04-01 02:54:31.484042,Linux,33,82.87,High,0.88,8,1,Upgrade RAM
dfe4c6b9,Asia-Pacific,2024-10-20 20:21:26.963266,42.94,45.06,26.03,24.65,314.21,54.6,2374,2,2024-09-20 20:21:26.963266,Ubuntu Server,210,24.17,Medium,0.58,3,1,None
2a873a94,US-East,2024-05-08 16:26:06.318301,58.77,67.13,38.09,10.49,461.06,37.71,1064,4,2023-12-27 16:26:06.318301,Linux,278,63.26,Medium,0.8,6,1,Check Network
265be040,US-East,2025-01-13 11:07:03.875471,58.12,45.43,52.74,29.79,431.16,27.65,4324,9,2024-10-08 11:07:03.875471,Red Hat,77,44.46,Medium,0.59,3,0,None
49f7a16b,EU-West,2024-08-09 01:24:54.218229,23.08,51.63,32.03,24.7,407.01,61.02,4376,2,2024-06-15 01:24:54.218229,Red Hat,284,65.32,Low,0.84,9,1,Replace Fan
3063bae9,Asia-Pacific,2024-09-29 21:31:05.195656,29.55,77.05,41.92,26.47,374.73,54.23,4025,3,2024-09-12 21:31:05.195656,MacOS,321,34.99,Medium,0.9,9,1,Replace Disk
049da1fe,Asia-Pacific,2024-11-04 14:12:42.575968,25.16,68.87,94.59,21.95,401.11,43.3,2877,4,2024-10-15 14:12:42.575968,Windows,57,39.73,High,0.73,7,1,Software Update
b846aea0,Asia-Pacific,2024-08-14 09:02:12.533244,55.28,53.97,25.6,17.93,328.87,39.52,3101,4,2024-07-04 09:02:12.533244,Windows,148,63.46,High,0.81,7,1,Replace Disk
e03becc9,Asia-Pacific,2025-02-28 07:08:25.904804,28.15,51.64,28.91,18.68,490.82,35.52,4235,4,2025-01-18 07:08:25.904804,MacOS,122,45.65,Low,0.69,7,1,Check Network
abd4ec8d,EU-West,2024-05-20 03:07:01.963429,47.5,67.93,69.41,23.84,419.5,32.16,4218,3,2024-01-13 03:07:01.963429,Red Hat,319,32.48,Low,0.88,9,1,Replace Fan
22ba40bf,US-East,2024-10-08 05:42:52.630914,61.04,74.54,21.42,21.03,436.08,48.84,4481,7,2024-08-10 05:42:52.630914,Windows,223,79.35,Medium,0.87,6,1,Replace Fan
c9178e2a,US-West,2024-07-18 02:13:38.513221,51.59,61.79,37.13,23.35,354.67,57.79,4303,7,2024-03-22 02:13:38.513221,MacOS,54,54.63,Low,0.93,8,1,Replace Disk
a4782e4f,EU-West,2024-11-21 23:11:55.723892,44.16,52.5,33.25,24.02,498.32,36.26,2268,5,2024-07-10 23:11:55.723892,Linux,347,33.98,High,0.81,8,1,Check Network
f02af7f0,US-West,2024-05-21 06:58:39.990924,73.84,62.0,44.8,16.2,320.01,33.47,2128,7,2024-04-14 06:58:39.990924,MacOS,7,56.12,High,0.65,2,0,Check Network
47b9a75f,EU-West,2024-10-17 16:50:36.354430,54.05,59.74,81.74,22.74,440.34,45.09,4818,7,2024-05-07 16:50:36.354430,MacOS,69,47.72,High,0.6,2,0,None
078adf50,EU-West,2024-09-14 14:29:17.225743,53.73,64.38,64.85,27.99,211.07,37.23,3287,7,2024-08-29 14:29:17.225743,Windows,29,63.41,Medium,0.68,4,1,Replace Fan
53c64acc,Asia-Pacific,2024-10-16 08:44:58.992062,41.29,49.56,22.25,19.3,270.68,36.62,1245,6,2024-10-10 08:44:58.992062,Red Hat,269,82.92,Medium,0.5,2,1,None
e193edcb,EU-West,2024-12-05 01:27:06.102960,17.69,54.49,45.68,25.34,433.92,45.0,2985,4,2024-06-21 01:27:06.102960,MacOS,234,47.63,Medium,0.43,2,0,None
3d6e2ab0,EU-West,2024-06-02 09:12:47.531709,63.65,66.87,84.41,18.81,443.39,37.6,3321,9,2024-01-05 09:12:47.531709,Linux,157,26.4,Medium,0.69,3,1,Replace Disk
c4f4ee7b,US-East,2024-08-27 10:25:40.063062,46.26,48.24,22.57,14.91,293.8,40.73,1050,3,2024-03-31 10:25:40.063062,Linux,293,57.46,High,0.62,4,0,Software Update
37698f9b,EU-West,2024-10-09 16:48:23.305637,39.53,58.35,53.12,4.68,292.6,30.93,3284,2,2024-05-13 16:48:23.305637,Red Hat,141,53.0,High,0.88,10,0,Upgrade RAM
74a76bdd,Asia-Pacific,2024-11-16 03:07:57.964979,55.16,59.08,41.15,22.71,367.17,24.7,3051,4,2024-05-21 03:07:57.964979,Red Hat,218,46.14,Low,0.93,10,1,Replace Disk
ecb9c4f6,US-East,2024-04-28 19:30:25.356084,86.79,49.94,57.46,16.27,385.78,41.71,1517,7,2024-02-04 19:30:25.356084,Windows,235,45.52,Medium,0.9,6,1,Software Update
20170c17,EU-West,2024-05-09 11:49:20.637673,57.49,69.1,61.81,23.26,299.18,35.29,4605,7,2024-04-11 11:49:20.637673,Windows,325,66.67,Low,1.0,10,1,Replace Disk
61da29f1,EU-West,2024-09-13 06:44:05.390045,36.28,69.51,31.47,15.84,288.67,26.41,4986,3,2024-05-11 06:44:05.390045,Ubuntu Server,260,48.4,Low,0.58,4,1,None
83e152e9,US-East,2025-03-19 12:43:14.440502,22.45,62.0,78.21,22.19,308.02,43.67,3847,3,2024-11-16 12:43:14.440502,Ubuntu Server,98,50.68,Medium,0.51,3,1,None
030ae5c2,EU-West,2024-05-25 04:12:41.092843,57.8,74.94,93.44,23.53,488.45,34.83,1163,7,2023-12-14 04:12:41.092843,Ubuntu Server,81,85.46,Low,0.61,2,1,Check Network
469e535c,Asia-Pacific,2025-03-12 23:26:48.446390,59.91,76.09,38.11,18.78,494.09,32.41,3626,5,2024-11-09 23:26:48.446390,Ubuntu Server,6,33.54,High,0.71,4,0,Software Update
e933fad5,US-East,2024-05-19 10:59:23.755532,45.85,53.12,69.87,21.67,367.47,31.7,4532,3,2024-02-05 10:59:23.755532,Windows,307,30.85,Medium,0.6,4,0,None
c35a6448,US-East,2024-06-10 09:27:49.698954,48.43,56.39,87.0,15.23,236.31,45.48,4647,6,2024-04-25 09:27:49.698954,MacOS,161,84.15,Low,0.67,4,0,Check Network
39b01c61,US-East,2024-10-15 10:10:08.675053,49.18,54.06,36.06,21.75,310.54,53.46,3915,4,2024-10-01 10:10:08.675053,MacOS,57,84.67,High,0.88,8,1,Check Network
dcf743d3,EU-West,2024-04-13 00:34:26.647169,78.72,70.63,31.34,16.01,460.19,33.39,3633,4,2023-11-09 00:34:26.647169,Linux,29,43.45,High,1.0,9,1,Upgrade RAM
d145c295,US-East,2024-12-22 05:53:20.188192,49.01,42.5,28.86,26.47,478.07,35.69,3150,4,2024-11-06 05:53:20.188192,Linux,261,82.79,Medium,0.7,6,0,Software Update
7e7ade98,EU-West,2024-12-30 01:38:50.888990,83.49,67.39,50.82,21.84,225.18,57.49,3255,9,2024-12-14 01:38:50.888990,Red Hat,88,41.37,Low,1.0,9,1,Replace Fan
8a68a58f,US-West,2025-03-20 03:46:24.268657,70.77,52.81,32.51,20.95,464.82,39.02,4966,6,2025-01-22 03:46:24.268657,Ubuntu Server,148,52.28,Low,0.88,7,1,Upgrade RAM
6487979c,US-West,2024-07-10 16:48:59.096856,59.3,66.05,76.95,20.29,409.84,46.83,4846,5,2024-02-18 16:48:59.096856,Windows,274,71.8,Low,0.58,1,0,None
c4eab212,Asia-Pacific,2024-09-20 14:40:41.198478,59.97,33.75,78.55,25.22,302.41,24.26,4035,2,2024-06-15 14:40:41.198478,Windows,169,31.48,High,0.74,7,0,Software Update
d721aacc,US-West,2024-12-16 21:54:22.655655,76.62,50.86,38.47,24.7,483.97,21.99,4546,7,2024-12-04 21:54:22.655655,Linux,244,24.09,Medium,0.9,8,1,Software Update
f550a79d,US-East,2024-12-08 19:21:58.002372,61.38,64.09,21.42,17.05,451.33,36.83,3621,4,2024-06-20 19:21:58.002372,MacOS,289,52.23,Low,0.8,6,1,Replace Disk
4b89b28a,US-East,2024-09-16 13:36:56.338240,43.59,60.35,82.85,20.48,296.05,19.78,1191,8,2024-06-09 13:36:56.338240,Linux,154,49.17,Medium,0.54,3,1,None
1d2d3c0a,Asia-Pacific,2024-09-04 04:19:43.059742,33.48,73.39,44.05,23.26,271.36,42.78,1754,3,2024-05-28 04:19:43.059742,Linux,89,75.84,Low,0.52,2,0,None
f06ad41b,EU-West,2025-02-04 23:18:52.825608,59.34,55.98,51.27,20.16,450.77,40.58,1655,7,2024-09-30 23:18:52.825608,Red Hat,83,41.56,Low,0.8,6,0,Software Update
63827ebc,EU-West,2024-07-18 12:39:37.336295,30.52,61.83,93.05,16.94,482.45,37.78,2790,4,2024-02-27 12:39:37.336295,Linux,159,53.07,Low,0.58,4,1,None
9630f41d,Asia-Pacific,2024-06-06 21:05:39.270148,48.37,74.42,62.43,24.24,477.79,48.07,2313,5,2024-01-17 21:05:39.270148,Ubuntu Server,203,76.82,High,0.56,1,0,None
a3cb8773,Asia-Pacific,2024-04-29 11:20:51.073719,51.33,50.23,76.61,21.05,415.54,49.96,2816,6,2023-11-13 11:20:51.073719,Red Hat,105,39.38,Medium,0.88,8,0,Replace Disk
cb672509,US-West,2024-08-11 01:29:16.456859,20.28,52.18,56.6,19.68,498.85,27.23,2791,1,2024-07-25 01:29:16.456859,Ubuntu Server,278,75.76,High,0.47,4,1,None
d5f8253b,Asia-Pacific,2024-10-04 04:41:56.934471,55.12,35.84,52.26,16.7,282.74,48.45,1613,4,2024-05-30 04:41:56.934471,Red Hat,186,59.72,Medium,0.75,6,1,Upgrade RAM
843878a8,EU-West,2024-10-10 22:59:44.272658,22.41,67.81,49.85,16.94,285.05,27.85,2824,5,2024-10-04 22:59:44.272658,Linux,343,88.85,Low,0.58,5,1,None
eb49e292,EU-West,2024-04-11 02:05:37.377023,67.31,71.43,57.12,25.92,467.93,60.51,4915,10,2023-12-05 02:05:37.377023,Linux,21,51.43,High,0.73,2,0,Upgrade RAM
5dff65b7,US-East,2024-07-28 19:23:27.008970,56.92,55.89,92.21,22.47,237.12,43.05,2414,6,2024-06-24 19:23:27.008970,Windows,227,87.43,Medium,0.94,9,1,Check Network
af0cbeac,Asia-Pacific,2024-09-20 11:21:19.012253,42.63,41.33,20.92,26.24,246.58,43.18,1049,10,2024-06-03 11:21:19.012253,MacOS,311,62.52,High,0.57,3,1,None
950cea33,Asia-Pacific,2024-09-06 15:00:01.721711,37.53,77.92,59.77,18.45,230.01,42.37,4319,1,2024-08-28 15:00:01.721711,MacOS,62,34.73,Medium,0.64,4,1,Upgrade RAM
3072c790,US-East,2025-03-12 09:22:22.307750,57.67,55.64,85.47,27.41,303.85,33.84,2468,6,2024-09-13 09:22:22.307750,Windows,244,51.8,High,0.62,3,0,Upgrade RAM
84aefcde,EU-West,2024-05-10 12:47:48.229251,43.4,43.81,72.96,19.35,294.97,40.18,4565,6,2023-12-31 12:47:48.229251,MacOS,257,60.84,High,0.66,5,1,Upgrade RAM
015da19c,EU-West,2024-11-06 06:25:29.091798,46.85,45.51,24.54,18.99,281.18,43.29,2270,7,2024-09-28 06:25:29.091798,Red Hat,142,72.61,Medium,0.94,10,0,Upgrade RAM
f8d4acc1,US-East,2024-09-10 04:05:16.912555,62.51,76.64,55.02,19.55,417.27,43.37,3449,5,2024-04-18 04:05:16.912555,Windows,345,64.76,Medium,1.0,10,1,Replace Fan
d1543a8f,EU-West,2024-09-12 21:53:08.718886,48.71,64.47,43.44,19.94,303.52,27.47,4297,9,2024-08-22 21:53:08.718886,Windows,83,20.73,Low,0.49,1,1,None
ee2f40c5,Asia-Pacific,2025-01-24 02:17:43.559543,52.18,55.37,83.22,26.16,423.15,32.86,4621,3,2024-08-16 02:17:43.559543,MacOS,4,26.0,High,0.78,7,1,Replace Fan
